Country,holidayName,effectLevel
San Marino,Easter Day,Meduim
Slovakia,Easter Day,Meduim
Slovenia,Easter Day,Meduim
South Africa,Easter Day,Meduim
Switzerland,Easter Day,Meduim
Trinidad and Tobago,Easter Day,Meduim
United Kingdom,Easter Day,Meduim
United States,Easter Day,Meduim
Uruguay,Easter Day,Meduim
Venezuela,Easter Day,Meduim
Bulgaria,Easter Day,Meduim
Cyprus,Easter Day,Meduim
Georgia,Easter Day,Meduim
Jordan,Easter Day,Meduim
Macedonia FYRO,Easter Day,Meduim
Moldova,Easter Day,Meduim
Montenegro,Easter Day,Meduim
Romania,Easter Day,Meduim
Russia,Easter Day,Meduim
Serbia,Easter Day,Meduim
Ukraine,Easter Day,Meduim
Greece,Easter Day,Meduim
Equatorial Guinea,Easter Day,Meduim
Nicaragua,Easter Day,Meduim
Christian Religious Holidays,Easter Day - Eastern,Meduim
Lebanon,Easter Day - Eastern,Meduim
Christian Religious Holidays,Easter Day - Western,Meduim
Lebanon,Easter Day - Western,Meduim
Belarus,Easter Day (Catholic),Meduim
Egypt,Easter Day (Coptic),Meduim
Belarus,Easter Day (Orthodox),Meduim
Andorra,Easter Monday,Meduim
Armenia,Easter Monday,Meduim
Australia,Easter Monday,Meduim
Austria,Easter Monday,Meduim
Belgium,Easter Monday,Meduim
Canada,Easter Monday,Meduim
Croatia,Easter Monday,Meduim
Czechia,Easter Monday,Meduim
Denmark,Easter Monday,Meduim
Finland,Easter Monday,Meduim
France,Easter Monday,Meduim
Germany,Easter Monday,Meduim
Hong Kong S.A.R.,Easter Monday,Meduim
Hungary,Easter Monday,Meduim
Iceland,Easter Monday,Meduim
Iraq,Easter Monday,Meduim
Ireland,Easter Monday,Meduim
Italy,Easter Monday,Meduim
Jamaica,Easter Monday,Meduim
Kenya,Easter Monday,Meduim
Latvia,Easter Monday,Meduim
Liechtenstein,Easter Monday,Meduim
Lithuania,Easter Monday,Meduim
Luxembourg,Easter Monday,Meduim
Monaco,Easter Monday,Meduim
Netherlands,Easter Monday,Meduim
New Zealand,Easter Monday,Meduim
Nigeria,Easter Monday,Meduim
Norway,Easter Monday,Meduim
Poland,Easter Monday,Meduim
San Marino,Easter Monday,Meduim
Slovakia,Easter Monday,Meduim
Slovenia,Easter Monday,Meduim
Spain,Easter Monday,Meduim
Sweden,Easter Monday,Meduim
Switzerland,Easter Monday,Meduim
Trinidad and Tobago,Easter Monday,Meduim
United Kingdom,Easter Monday,Meduim
Bulgaria,Easter Monday,Meduim
Cyprus,Easter Monday,Meduim
Georgia,Easter Monday,Meduim
Greece,Easter Monday,Meduim
Macedonia FYRO,Easter Monday,Meduim
Moldova,Easter Monday,Meduim
Montenegro,Easter Monday,Meduim
Romania,Easter Monday,Meduim
Serbia,Easter Monday,Meduim
Ukraine,Easter Monday,Meduim
Holy See (Vatican City),Easter Monday,Meduim
Lebanon,Easter Monday - Eastern,Meduim
Lebanon,Easter Monday - Western,Meduim
Bosnia and Herzegovina,Easter Monday (Catholic),Meduim
Bosnia and Herzegovina,Easter Monday (Orthodox),Meduim
Denmark,Easter Sunday,Meduim
France,Easter Sunday,Meduim
Ireland,Easter Sunday,Meduim
Italy,Easter Sunday,Meduim
Latvia,Easter Sunday,Meduim
Luxembourg,Easter Sunday,Meduim
Norway,Easter Sunday,Meduim
Philippines,Easter Sunday,Meduim
Puerto Rico,Easter Sunday,Meduim
Spain,Easter Sunday,Meduim
Sweden,Easter Sunday,Meduim
Cyprus,Easter Tuesday,Meduim
Albania,Eid al Adha,Meduim
Algeria,Eid al Adha,Meduim
Bahrain,Eid al Adha,Meduim
Bosnia and Herzegovina,Eid al Adha,Meduim
Egypt,Eid al Adha,Meduim
Iraq,Eid al Adha,Meduim
Islamic (Shia) Religious Holidays,Eid al Adha,Meduim
Islamic (Sunni) Religious Holidays,Eid al Adha,Meduim
Jordan,Eid al Adha,Meduim
Kuwait,Eid al Adha,Meduim
Lebanon,Eid al Adha,Meduim
Morocco,Eid al Adha,Meduim
Nigeria,Eid al Adha,Meduim
Oman,Eid al Adha,Meduim
Pakistan,Eid al Adha,Meduim
Philippines,Eid al Adha,Meduim
Qatar,Eid al Adha,Meduim
Syria,Eid al Adha,Meduim
Tunisia,Eid al Adha,Meduim
United Arab Emirates,Eid al Adha,Meduim
Yemen,Eid al Adha,Meduim
Algeria,Eid al Adha (2nd Day),Meduim
Bahrain,Eid al Adha (2nd Day),Meduim
Bosnia and Herzegovina,Eid al Adha (2nd day),Meduim
Egypt,Eid al Adha (2nd Day),Meduim
Iraq,Eid al Adha (2nd Day),Meduim
Jordan,Eid al Adha (2nd Day),Meduim
Kuwait,Eid al Adha (2nd Day),Meduim
Lebanon,Eid al Adha (2nd Day),Meduim
Morocco,Eid al Adha (2nd Day),Meduim
Oman,Eid al Adha (2nd Day),Meduim
Pakistan,Eid al Adha (2nd Day),Meduim
Qatar,Eid al Adha (2nd Day),Meduim
Syria,Eid al Adha (2nd Day),Meduim
Tunisia,Eid al Adha (2nd Day),Meduim
United Arab Emirates,Eid al Adha (2nd Day),Meduim
Yemen,Eid al Adha (2nd Day),Meduim
Bahrain,Eid al Adha (3rd Day),Meduim
Bosnia and Herzegovina,Eid al Adha (3rd day),Meduim
Egypt,Eid al Adha (3rd Day),Meduim
Iraq,Eid al Adha (3rd Day),Meduim
Jordan,Eid al Adha (3rd Day),Meduim
Kuwait,Eid al Adha (3rd Day),Meduim
Lebanon,Eid al Adha (3rd Day),Meduim
Oman,Eid al Adha (3rd Day),Meduim
Qatar,Eid al Adha (3rd Day),Meduim
Syria,Eid al Adha (3rd Day),Meduim
Tunisia,Eid al Adha (3rd Day),Meduim
United Arab Emirates,Eid al Adha (3rd Day),Meduim
Yemen,Eid al Adha (3rd Day),Meduim
Bosnia and Herzegovina,Eid al Adha (4th day),Meduim
Egypt,Eid al Adha (4th day),Meduim
Oman,Eid al Adha (4th Day),Meduim
Yemen,Eid al Adha (4th day),Meduim
Egypt,Eid al Adha (Observed),Meduim
Yemen,Eid al Adha (5th day),Meduim
Nigeria,Eid al Adha (Observed),Meduim
Saudi Arabia,Eid al Adha,Meduim
Saudi Arabia,Eid al Adha (2nd Day),Meduim
Saudi Arabia,Eid al Adha (3rd Day),Meduim
Saudi Arabia,Eid al Adha (4th Day),Meduim
Saudi Arabia,Eid al Adha (5th Day),Meduim
Oman,Eid al Adha (Observed),Meduim
Bahrain,Eid al Adha (Observed),Meduim
Albania,Eid al Fitr,Meduim
Algeria,Eid al Fitr,Meduim
Bahrain,Eid al Fitr,Meduim
Bosnia and Herzegovina,Eid al Fitr,Meduim
Egypt,Eid al Fitr,Meduim
Iraq,Eid al Fitr,Meduim
Islamic (Shia) Religious Holidays,Eid al Fitr,Meduim
Islamic (Sunni) Religious Holidays,Eid al Fitr,Meduim
Jordan,Eid al Fitr,Meduim
Kenya,Eid al Fitr,Meduim
Kuwait,Eid al Fitr,Meduim
Lebanon,Eid al Fitr,Meduim
Morocco,Eid al Fitr,Meduim
Nigeria,Eid al Fitr,Meduim
Oman,Eid al Fitr,Meduim
Pakistan,Eid al Fitr,Meduim
Philippines,Eid al Fitr,Meduim
Qatar,Eid al Fitr,Meduim
Syria,Eid al Fitr,Meduim
Trinidad and Tobago,Eid al Fitr,Meduim
Tunisia,Eid al Fitr,Meduim
United Arab Emirates,Eid al Fitr,Meduim
Yemen,Eid al Fitr,Meduim
Algeria,Eid al Fitr (2nd Day),Meduim
Bahrain,Eid al Fitr (2nd Day),Meduim
Bosnia and Herzegovina,Eid al Fitr (2nd day),Meduim
Egypt,Eid al Fitr (2nd Day),Meduim
Iraq,Eid al Fitr (2nd Day),Meduim
Jordan,Eid al Fitr (2nd Day),Meduim
Kuwait,Eid al Fitr (2nd Day),Meduim
Lebanon,Eid al Fitr (2nd Day),Meduim
Macedonia FYRO,Eid al Fitr,Meduim
Morocco,Eid al Fitr (2nd Day),Meduim
Nigeria,Eid al Fitr (2nd Day),Meduim
Oman,Eid al Fitr (2nd Day),Meduim
Pakistan,Eid al Fitr (2nd Day),Meduim
Qatar,Eid al Fitr (2nd Day),Meduim
Syria,Eid al Fitr (2nd Day),Meduim
Tunisia,Eid al Fitr (2nd Day),Meduim
United Arab Emirates,Eid al Fitr (2nd Day),Meduim
Yemen,Eid al Fitr (2nd Day),Meduim
Bahrain,Eid al Fitr (3rd Day),Meduim
Bosnia and Herzegovina,Eid al Fitr (3rd day),Meduim
Egypt,Eid al Fitr (3rd Day),Meduim
Iraq,Eid al Fitr (3rd Day),Meduim
Jordan,Eid al Fitr (3rd Day),Meduim
Kuwait,Eid al Fitr (3rd Day),Meduim
Lebanon,Eid al Fitr (3rd Day),Meduim
Oman,Eid al Fitr (3rd Day),Meduim
Qatar,Eid al Fitr (3rd Day),Meduim
Syria,Eid al Fitr (3rd Day),Meduim
Tunisia,Eid al Fitr (3rd Day),Meduim
United Arab Emirates,Eid al Fitr (3rd Day),Meduim
Yemen,Eid al Fitr (3rd Day),Meduim
Bahrain,Eid al Fitr (Observed),Meduim
Egypt,Eid al Fitr (Observed),Meduim
Oman,Eid al Fitr (4th day),Meduim
Yemen,Eid al Fitr (4th day),Meduim
Oman,Eid al Fitr (5th day),Meduim
Oman,Eid al Fitr (Observed),Meduim
Saudi Arabia,Eid al Fitr,Meduim
Saudi Arabia,Eid al Fitr (2nd Day),Meduim
Saudi Arabia,Eid al Fitr (3rd Day),Meduim
Trinidad and Tobago,Eid al Fitr (Observed),Meduim
Macedonia FYRO,Eid al Fitr Bank Holiday,Meduim
Nigeria,Eid al Fitr Holiday,Meduim
Jordan,Eid al Isra' Wal Mi'raj,Meduim
Kuwait,Eid al Isra' Wal Mi'raj,Meduim
Lebanon,Eid al Isra' Wal Mi'raj,Meduim
Oman,Eid Al Isra' Wal Mi'raj,Meduim
United Arab Emirates,Eid al Isra' Wal Mi'raj,Meduim
Oman,Eid Al Isra' Wal Mi'raj (Observed),Meduim
Lebanon,Eid Al Isra' Wal Mi'raj (Observed),Meduim
Islamic (Shia) Religious Holidays,Eid al-Ghadeer,Low
Iraq,Eid Norooz,Low
Iran,Eid-e-Fitr,Meduim
Iran,Eid-e-Fitr (2nd Day),Meduim
Iran,Eid-e-Ghadir,Low
Iran,Eid-e-Ghorban,Low
United States,Election Day,Low
Puerto Rico,Emancipation Day,Low
Jamaica,Emancipation Day,Low
Trinidad and Tobago,Emancipation Day,Low
Trinidad and Tobago,Emancipation Day (Observed),Low
Jamaica,Emancipation Day (Observed),Low
Japan,Emperor's Birthday,Low
Japan,Emperor's Birthday (Observed),Low
Morocco,Enthronement,Low
Egypt,Ephiphany (Coptic),Meduim
Andorra,Epiphany,Meduim
Austria,Epiphany,Meduim
Belgium,Epiphany,Meduim
Bolivia,Epiphany,Meduim
Croatia,Epiphany,Meduim
Cyprus,Epiphany,Meduim
Dominican Republic,Epiphany,Meduim
Finland,Epiphany,Meduim
Germany,Epiphany,Meduim
Greece,Epiphany,Meduim
Holy See (Vatican City),Epiphany,Meduim
Honduras,Epiphany,Meduim
Italy,Epiphany,Meduim
Liechtenstein,Epiphany,Meduim
Lithuania,Epiphany,Meduim
Mexico,Epiphany,Meduim
Poland,Epiphany,Meduim
San Marino,Epiphany,Meduim
Slovakia,Epiphany,Meduim
Spain,Epiphany,Meduim
Sweden,Epiphany,Meduim
Switzerland,Epiphany,Meduim
Uruguay,Epiphany,Meduim
Venezuela,Epiphany,Meduim
Georgia,Epiphany,Meduim
Macedonia FYRO,Epiphany,Meduim
Colombia,Epiphany,Meduim
Christian Religious Holidays,Epiphany - Eastern,Meduim
Puerto Rico,New Year's Day,Low
Christian Religious Holidays,Epiphany - Western,Meduim
Venezuela,Epiphany Bank Holiday,Meduim
Macedonia FYRO,Epiphany Bank Holiday,Meduim
Jewish Religious Holidays,Erev Pesach,Meduim
Jewish Religious Holidays,Erev Rosh Hashanah,Meduim
Jewish Religious Holidays,Erev Shavout,Meduim
Jewish Religious Holidays,Erev Sukkot,Meduim
Jewish Religious Holidays,Erev Yom Kippur,Meduim
European Union,Europe Day,Low
Serbia,Europe Day,Low
Tunisia,Evacuation Day,Low
Uruguay,Expedition of the 33,Low
South Africa,Family Day,Low
Canada,Family Day (many provinces),Low
Jewish Religious Holidays,Fast of 10th Tevet,Low
Jewish Religious Holidays,Fast of 17th Tammuz,Low
Jewish Religious Holidays,Fast of Gdalia,Low
Poland,Fat Thursday,Low
Honduras,Father's Day,Low
Guatemala,Father's Day,Low
South Africa,Father's Day,Low
Poland,Father's Day,Low
Lithuania,Father's Day,Low
Puerto Rico,Father's Day,Low
United States,Father's Day,Low
Australia,Father's Day,Low
Venezuela,Father's Day,Low
Malta,Feast of Our Lady of Victories,Low
Holy See (Vatican City),Feast of Saint Joseph,Low
Qatar,New Year's Day,Low
Malta,Feast of Saint Joseph,Low
Malta,Feast of Saint Paul's Shipwreck,Low
Holy See (Vatican City),Feast of Saints Peter and Paul,Low
Malta,Feast of Saints Peter and Paul,Low
Venezuela,Feast of Saints Peter and Paul,Low
Romania,New Year's Day,Low
Russia,New Year's Day,Low
San Marino,New Year's Day,Low
Serbia,New Year's Day,Low
Singapore,New Year's Day,Low
Slovakia,New Year's Day,Low
Slovenia,New Year's Day,Low
South Africa,New Year's Day,Low
Spain,New Year's Day,Low
Sweden,New Year's Day,Low
Switzerland,New Year's Day,Low
Syria,New Year's Day,Low
Thailand,New Year's Day,Low
Trinidad and Tobago,New Year's Day,Low
Tunisia,New Year's Day,Low
Turkey,New Year's Day,Low
Ukraine,New Year's Day,Low
United Arab Emirates,New Year's Day,Low
United Kingdom,New Year's Day,Low
United States,New Year's Day,Meduim
Uruguay,New Year's Day,Low
Venezuela,New Year's Day,Low
Vietnam,New Year's Day,Low
Lebanon,Feast of the Annunciation,Low
Lebanon,Feast of the Annunciation (Observed),Low
Macao S.A.R.,Feast of the Immaculate Conception,Low
Armenia,Feast of the Transfiguration,Low
Switzerland,Federal Day of Prayer,Low
El Salvador,Fiestas Patronales,Low
Iceland,First Day of Summer,Low
Armenia,First Republic Day,Low
Hong Kong S.A.R.,First week-day after Christmas Day,Low
Mexico,Flag Day,Low
Poland,Flag Day,Low
Argentina,Flag Day,Low
Argentina,Flag Day (bridge),Low
Bolivia,Foundation Day,Low
Yemen,New Year's Day,Low
Ireland,New Year's Bank Holiday,Low
New Zealand,New Year's Bank Holiday,Low
Bosnia and Herzegovina,New Year's (Orthodox),Low
Bosnia and Herzegovina,New Year's (2nd Day),Low
Brunei,New Year (Observed),Low
Canada,New Brunswick Day (New Brunswick),Low
Korea,Lunar New Year's Day - Seol (actual holiday),Low
Korea,Lunar New Year's Day - Seol (3rd Day),Low
Korea,Lunar New Year's Day - Seol (1st Day),Low
Iran,Iranian New Year (4th Day),Low
Iran,Iranian New Year (3rd Day),Low
Iran,Iranian New Year (2nd Day),Low
Iran,Iranian New Year,Low
Oman,Hijri New Year (Observed),Low
Bahrain,Hijri New Year (Observed),Low
Kuwait,Hijri New Year (Observed),Low
Brunei,Hijri New Year (Observed),Low
Lebanon,Hijri New Year (Observed),Low
Bosnia and Herzegovina,Hijri New Year,Low
Ecuador,Foundation of Quito Day,Low
Algeria,Hijri New Year,Low
Bahrain,Hijri New Year,Low
Brunei,Hijri New Year,Low
Vietnam,Foundation of the Communist Party of Vietnam,Low
Paraguay,Founding of Asunción,Low
Egypt,Hijri New Year,Low
Slovakia,Freedom and Democracy Day,Low
Malta,Freedom Day,Low
South Africa,Freedom Day,Low
Equatorial Guinea,Freedom Day,Low
South Africa,Freedom Day (Observed),Low
India,Gandhi Jayanti,Low
Mexico,General Election,Low
Bosnia and Herzegovina,General Framework Agreement Day (Republika Srpska),Low
Honduras,General Francisco Moranzán's Birthday,Low
Greece,Glorifying Mother of God,Low
Andorra,Good Friday,Meduim
Angola,Good Friday,Meduim
Argentina,Good Friday,Meduim
Armenia,Good Friday,Meduim
Australia,Good Friday,Meduim
Austria,Good Friday,Meduim
Belgium,Good Friday,Meduim
Bolivia,Good Friday,Meduim
Brazil,Good Friday,Meduim
Canada,Good Friday,Meduim
Chile,Good Friday,Meduim
Colombia,Good Friday,Meduim
Costa Rica,Good Friday,Meduim
Denmark,Good Friday,Meduim
Dominican Republic,Good Friday,Meduim
Ecuador,Good Friday,Meduim
El Salvador,Good Friday,Meduim
Estonia,Good Friday,Meduim
Finland,Good Friday,Meduim
France,Good Friday,Meduim
Germany,Good Friday,Meduim
Guatemala,Good Friday,Meduim
Honduras,Good Friday,Meduim
Hong Kong S.A.R.,Good Friday,Meduim
Iceland,Good Friday,Meduim
Ireland,Good Friday,Meduim
Italy,Good Friday,Meduim
Jamaica,Good Friday,Meduim
Kenya,Good Friday,Meduim
Latvia,Good Friday,Meduim
Liechtenstein,Good Friday,Meduim
Luxembourg,Good Friday,Meduim
Macao S.A.R.,Good Friday,Meduim
Malta,Good Friday,Meduim
Mexico,Good Friday,Meduim
Monaco,Good Friday,Meduim
Netherlands,Good Friday,Meduim
New Zealand,Good Friday,Meduim
Nigeria,Good Friday,Meduim
Norway,Good Friday,Meduim
Panama,Good Friday,Meduim
Paraguay,Good Friday,Meduim
Peru,Good Friday,Meduim
Philippines,Good Friday,Meduim
Poland,Good Friday,Meduim
Portugal,Good Friday,Meduim
Puerto Rico,Good Friday,Meduim
Singapore,Good Friday,Meduim
Slovakia,Good Friday,Meduim
South Africa,Good Friday,Meduim
Spain,Good Friday,Meduim
Sweden,Good Friday,Meduim
Switzerland,Good Friday,Meduim
Trinidad and Tobago,Good Friday,Meduim
United Kingdom,Good Friday,Meduim
Uruguay,Good Friday,Meduim
Venezuela,Good Friday,Meduim
Bulgaria,Good Friday,Meduim
Cyprus,Good Friday,Meduim
Georgia,Good Friday,Meduim
Greece,Good Friday,Meduim
Macedonia FYRO,Good Friday,Meduim
Montenegro,Good Friday,Meduim
Serbia,Good Friday,Meduim
Equatorial Guinea,Good Friday,Meduim
Nicaragua,Good Friday,Meduim
Czechia,Good Friday,Meduim
Hungary,Good Friday,Meduim
Christian Religious Holidays,Good Friday - Eastern,Meduim
Lebanon,Good Friday - Eastern,Meduim
Christian Religious Holidays,Good Friday - Western,Meduim
Lebanon,Good Friday - Western,Meduim
Bosnia and Herzegovina,Good Friday (Catholic),Meduim
Bosnia and Herzegovina,Good Friday (Orthodox),Meduim
China,Grain Buds,Low
China,Grain in Ear,Low
China,Grain Rain,Low
Luxembourg,Grand Duc's Birthday (National Day),Low
Poland,Grandfather's Day,Low
Poland,Grandmother's Day,Low
China,Great Cold,Low
China,Great Heat,Low
Georgia,Great Saturday,Low
Cyprus,Greek Cypriot National Day,Low
Cyprus,Greek Independence Day,Low
Cyprus,Greek National Day,Low
Cyprus,Green Monday,Low
Japan,Greenery Day,Low
Japan,Greenery Day (Observed),Low
United States,Groundhog Day,Low
Azerbaijan,Gurban Bayram,Low
Azerbaijan,Gurban Bayram (2nd Day),Low
Thailand,H.M. The King Rama IX's Memorial Day,Low
Thailand,H.M. The King Rama X's Birthday Anniversary,Low
Thailand,H.M. the Queen's Birthday,Low
Thailand,H.M. the Queen's Birthday (Observed),Low
Brunei,H.M. the Sultan's Birthday,Low
Brunei,H.M. the Sultan's Birthday (Observed),Low
United States,Halloween,Meduim
Korea,Hangul Day - Hangeulnal,Low
Jewish Religious Holidays,Hanukkah,High
Jewish Religious Holidays,Hanukkah (2nd Day),High
Jewish Religious Holidays,Hanukkah (3rd Day),High
Jewish Religious Holidays,Hanukkah (4th Day),High
Jewish Religious Holidays,Hanukkah (5th Day),High
Jewish Religious Holidays,Hanukkah (6th Day),High
Jewish Religious Holidays,Hanukkah (7th Day),High
Jewish Religious Holidays,Hanukkah (8th Day),High
Brunei,Hari Raya Aidil Adha,Meduim
Brunei,Hari Raya Aidil Adha (Observed),Meduim
Brunei,Hari Raya Aidil Fitri,Meduim
Brunei,Hari Raya Aidil Fitri (2nd Day),Meduim
Brunei,Hari Raya Aidil Fitri (Observed),Meduim
Malaysia,Hari Raya Aidilfitri,Meduim
Malaysia,Hari Raya Aidilfitri (2nd Day),Meduim
Malaysia,Hari Raya Haji,Meduim
Singapore,Hari Raya Haji,Meduim
Malaysia,Hari Raya Haji (2nd Day),Meduim
Singapore,Hari Raya Haji Holiday,Meduim
Singapore,Hari Raya Puasa,Meduim
Korea,Harvest Moon Festival - Chuseok (1st Day),Meduim
Korea,Harvest Moon Festival - Chuseok (3rd Day),Meduim
Korea,Harvest Moon Festival - Chuseok (actual holiday),Meduim
Japan,Health Sports Day,Low
China,Heavy Snow,Low
South Africa,Heritage Day,Low
South Africa,Heritage Day (Observed),Low
Canada,Heritage Day (Alberta),Low
Canada,Heritage Day (Yukon),Low
Congo (Democratic Republic of),Heroes' Day,Low
Congo (Democratic Republic of),Heroes' Day (Observed),Low
China,Hoar-Frost Falls,Low
Jewish Religious Holidays,Hol HaMoed Pesach (1st Day-Israel),Meduim
Jewish Religious Holidays,Hol HaMoed Pesach (2nd Day-Israel),Meduim
Jewish Religious Holidays,Hol HaMoed Pesach (3rd Day-Israel),Meduim
Jewish Religious Holidays,Hol HaMoed Pesach (4th Day-Israel),Meduim
Jewish Religious Holidays,Hol HaMoed Pesach (5th Day-Israel),Meduim
Jewish Religious Holidays,Hol HaMoed Pesach (1st Day-outside Israel),Meduim
Jewish Religious Holidays,Hol HaMoed Pesach (2nd Day-outside Israel),Meduim
Jewish Religious Holidays,Hol HaMoed Pesach (3rd Day-outside Israel),Meduim
Jewish Religious Holidays,Hol HaMoed Pesach (4th Day-outside Israel),Meduim
Jewish Religious Holidays,Hol HaMoed Sukkot (1st Day-Israel),Meduim
Jewish Religious Holidays,Hol HaMoed Sukkot (2nd Day-Israel),Meduim
Jewish Religious Holidays,Hol HaMoed Sukkot (3rd Day-Israel),Meduim
Jewish Religious Holidays,Hol HaMoed Sukkot (4th Day-Israel),Meduim
Jewish Religious Holidays,Hol HaMoed Sukkot (5th Day-Israel),Meduim
Jewish Religious Holidays,Hol HaMoed Sukkot (1st Day-outside Israel),Meduim
Jewish Religious Holidays,Hol HaMoed Sukkot (2nd Day-outside Israel),Meduim
Jewish Religious Holidays,Hol HaMoed Sukkot (3rd Day-outside Israel),Meduim
Jewish Religious Holidays,Hol HaMoed Sukkot (4th Day-outside Israel),Meduim
Greece,Holy Ghost's Day,Low
Andorra,Holy Saturday,Meduim
Chile,Holy Saturday,Meduim
El Salvador,Holy Saturday,Meduim
Guatemala,Holy Saturday,Meduim
Honduras,Holy Saturday,Meduim
Hong Kong S.A.R.,Holy Saturday,Meduim
Macao S.A.R.,Holy Saturday,Meduim
Panama,Holy Saturday,Meduim
Sweden,Holy Saturday,Meduim
Serbia,Holy Saturday,Meduim
Equatorial Guinea,Holy Saturday,Meduim
Nicaragua,Holy Saturday,Meduim
Andorra,Holy Thursday,Meduim
Argentina,Holy Thursday,Meduim
Austria,Holy Thursday,Meduim
Chile,Holy Thursday,Meduim
Colombia,Holy Thursday,Meduim
Dominican Republic,Holy Thursday,Meduim
Ecuador,Holy Thursday,Meduim
Finland,Holy Thursday,Meduim
Guatemala,Holy Thursday,Meduim
Iceland,Holy Thursday,Meduim
Mexico,Holy Thursday,Meduim
Norway,Holy Thursday,Meduim
Panama,Holy Thursday,Meduim
Paraguay,Holy Thursday,Meduim
Peru,Holy Thursday,Meduim
Philippines,Holy Thursday,Meduim
Portugal,Holy Thursday,Meduim
Spain,Holy Thursday,Meduim
Sweden,Holy Thursday,Meduim
Uruguay,Holy Thursday,Meduim
Venezuela,Holy Thursday,Meduim
Costa Rica,Holy Thursday,Meduim
El Salvador,Holy Thursday,Meduim
Honduras,Holy Thursday,Meduim
Brazil,Holy Thursday,Meduim
Equatorial Guinea,Holy Thursday,Meduim
Nicaragua,Holy Thursday,Meduim
Guatemala,Holy Wednesday,Meduim
Venezuela,Holy Week,Meduim
Croatia,Homeland Thanksgiving Day,Low
Hong Kong S.A.R.,Hong Kong SAR Establishment Day,Low
Hong Kong S.A.R.,Hong Kong SAR Establishment Day (Observed),Low
Jewish Religious Holidays,Hoshanah Raba (Hol Hamoed Sukkot),Low
South Africa,Human Rights Day,Low
South Africa,Human Rights Day (Observed),Low
Vietnam,Hung Kings Commemoriations,Low
China,Hungry Ghost Festival,Low
Vietnam,Hungry Ghost Festival,Low
Andorra,Immaculate Conception,Meduim
Argentina,Immaculate Conception,Meduim
Austria,Immaculate Conception,Meduim
Chile,Immaculate Conception,Meduim
Christian Religious Holidays,Immaculate Conception,Meduim
Colombia,Immaculate Conception,Meduim
Equatorial Guinea,Immaculate Conception,Meduim
Holy See (Vatican City),Immaculate Conception,Meduim
Italy,Immaculate Conception,Meduim
Liechtenstein,Immaculate Conception,Meduim
Malta,Immaculate Conception,Meduim
Monaco,Immaculate Conception,Meduim
Nicaragua,Immaculate Conception,Meduim
Peru,Immaculate Conception,Meduim
Portugal,Immaculate Conception,Meduim
San Marino,Immaculate Conception,Meduim
Spain,Immaculate Conception,Meduim
Switzerland,Immaculate Conception,Meduim
Venezuela,Immaculate Conception,Meduim
Argentina,Immaculate Conception (bridge),Meduim
Equatorial Guinea,Immaculate Conception (Observed),Meduim
Venezuela,Immaculate Conception Bank Holiday,Meduim
Lithuania,Independence Day,Meduim
Estonia,Independence Day,Meduim
Dominican Republic,Independence Day,Meduim
Tunisia,Independence Day,Meduim
Greece,Independence Day,Meduim
Syria,Independence Day,Meduim
Paraguay,Independence Day,Meduim
Montenegro,Independence Day,Meduim
Montenegro,Independence Day (2nd Day),Meduim
Jordan,Independence Day,Meduim
Georgia,Independence Day,Meduim
Philippines,Independence Day,Meduim
Congo (Democratic Republic of),Independence Day,Meduim
Belarus,Independence Day,Meduim
United States,Independence Day (Observed),Meduim
Puerto Rico,Independence Day,Meduim
United States,Independence Day,Meduim
Algeria,Independence Day,Meduim
Venezuela,Independence Day,Meduim
Argentina,Independence Day,Meduim
Colombia,Independence Day,Meduim
Peru,Independence Day (1st Day),Meduim
Peru,Independence Day (2nd Day),Meduim
Bolivia,Independence Day,Meduim
Jamaica,Independence Day,Meduim
Ecuador,Independence Day,Meduim
India,Independence Day,Meduim
Ukraine,Independence Day,Meduim
Uruguay,Independence Day,Meduim
Trinidad and Tobago,Independence Day,Meduim
Brazil,Independence Day,Meduim
Macedonia FYRO,Independence Day,Meduim
Costa Rica,Independence Day,Meduim
El Salvador,Independence Day,Meduim
Guatemala,Independence Day,Meduim
Honduras,Independence Day,Meduim
Nicaragua,Independence Day,Meduim
Mexico,Independence Day,Meduim
Chile,Independence Day,Meduim
Armenia,Independence Day,Meduim
Malta,Independence Day,Meduim
Bulgaria,Independence Day,Meduim
Cyprus,Independence Day,Meduim
Nigeria,Independence Day,Meduim
Croatia,Independence Day,Meduim
Equatorial Guinea,Independence Day,Meduim
Angola,Independence Day,Meduim
Poland,Independence Day,Meduim
Latvia,Independence Day,Meduim
Morocco,Independence Day,Meduim
Lebanon,Independence Day,Meduim
Albania,Independence Day,Meduim
Yemen,Independence Day,Meduim
Finland,Independence Day,Meduim
Kazakhstan,Independence Day,Meduim
Kazakhstan,Independence Day (2nd Day),Meduim
Slovenia,Independence Day,Meduim
Panama,Independence Day,Meduim
Angola,Independence Day (Observed),Meduim
Kazakhstan,Independence Day (3rd Day),Meduim
Argentina,Independence Day (bridge),Meduim
Ukraine,Independence Day (Observed),Meduim
Macedonia FYRO,Independence Day (Observed),Meduim
Trinidad and Tobago,Independence Day (Observed),Meduim
Puerto Rico,Independence Day (Observed),Meduim
Bulgaria,Independence Day (bridge),Meduim
Lebanon,Independence Day (Observed),Meduim
Nigeria,Independence Day (Observed),Meduim
Kazakhstan,Independence Day (4th Day),Meduim
Jamaica,Independence Day (Observed),Meduim
Congo (Democratic Republic of),Independence Day (Observed),Meduim
